Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch,Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Team Members,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Production Volume (units),Defect Rate (%),Temperature (°C),Pressure (psi),Chemical Ratio,Mixing Speed (RPM)
Factory 1,2020-01-11,Location A,Type 2,53,0.0,Irregular,8.89,Batch 33,89.23,20,877,1,867,No,300,6000,Shift 3,6.02,4,"[{'Name': 'Member_12_0', 'Operator Experience (years)': 9.8, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 0.63}, {'Name': 'Member_12_1', 'Operator Experience (years)': 8.0, 'Operator Training Level': 3.0, 'Absenteeism Rate (%)': 1.5}, {'Name': 'Member_12_2', 'Operator Experience (years)': 3.7, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_12_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.5, 'Absenteeism Rate (%)': 8.2}]",33.27,3.21,Category B,Supplier X,0,0,50,0.0,357552.73,12.71,4.98,3.39,595.99,6.88,65.0,150.0,3.0,200.0
Factory 1,2020-01-12,Location A,Type 3,57,0.5,Irregular,7.05,Batch 34,86.74,30,932,1,774,No,500,10000,Shift 1,3.65,4,"[{'Name': 'Member_13_0', 'Operator Experience (years)': 5.3, 'Operator Training Level': 4.1, 'Absenteeism Rate (%)': 2.31}, {'Name': 'Member_13_1', 'Operator Experience (years)': 5.7, 'Operator Training Level': 3.2, 'Absenteeism Rate (%)': 4.7}, {'Name': 'Member_13_2', 'Operator Experience (years)': 2.0, 'Operator Training Level': 3.0, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_13_3', 'Operator Experience (years)': 1.6, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 8.2}]",36.35,4.95,Category C,Supplier Z,10,1,150,30583.61,489303.93,26.67,5.79,4.14,611.67,5.52,65.0,150.0,2.9,200.0
Factory 1,2020-01-12,Location A,Type 2,53,0.0,Irregular,8.89,Batch 35,90.27,20,877,1,867,No,300,6000,Shift 2,3.9,4,"[{'Name': 'Member_14_0', 'Operator Experience (years)': 5.2, 'Operator Training Level': 4.1, 'Absenteeism Rate (%)': 0.29}, {'Name': 'Member_14_1', 'Operator Experience (years)': 4.0, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 4.0}, {'Name': 'Member_14_2', 'Operator Experience (years)': 2.4, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 3.9}, {'Name': 'Member_14_3', 'Operator Experience (years)': 4.0, 'Operator Training Level': 1.1, 'Absenteeism Rate (%)': 2.7}]",38.92,2.72,Category B,Supplier X,0,0,50,0.0,401615.63,12.61,4.74,3.47,669.44,7.19,65.0,150.0,3.0,200.0
Factory 1,2020-01-12,Location A,Type 2,53,0.0,Irregular,8.89,Batch 36,89.82,20,877,1,867,No,300,6000,Shift 3,5.58,4,"[{'Name': 'Member_15_0', 'Operator Experience (years)': 7.6, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_15_1', 'Operator Experience (years)': 7.8, 'Operator Training Level': 3.7, 'Absenteeism Rate (%)': 4.3}, {'Name': 'Member_15_2', 'Operator Experience (years)': 5.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 0.7}, {'Name': 'Member_15_3', 'Operator Experience (years)': 1.1, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 1.2}]",41.35,2.17,Category B,Supplier X,0,0,50,0.0,378038.33,12.57,4.47,2.35,630.14,7.2,65.0,150.0,3.0,200.0
Factory 1,2020-01-13,Location A,Type 3,57,0.5,Irregular,7.05,Batch 37,87.06,30,932,1,774,No,500,10000,Shift 1,4.92,4,"[{'Name': 'Member_16_0', 'Operator Experience (years)': 5.8, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 0.65}, {'Name': 'Member_16_1', 'Operator Experience (years)': 6.1, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 0.1}, {'Name': 'Member_16_2', 'Operator Experience (years)': 3.1, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 4.4}, {'Name': 'Member_16_3', 'Operator Experience (years)': 4.7, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 6.5}]",44.0,2.91,Category C,Supplier Z,10,1,150,30716.11,491420.89,26.48,4.77,3.32,614.32,5.99,65.0,150.0,3.0,200.0
Factory 1,2020-01-13,Location A,Type 2,53,0.0,Irregular,8.89,Batch 38,89.2,20,877,1,867,No,300,6000,Shift 2,5.08,4,"[{'Name': 'Member_17_0', 'Operator Experience (years)': 6.9, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.5}, {'Name': 'Member_17_1', 'Operator Experience (years)': 7.5, 'Operator Training Level': 2.5, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_17_2', 'Operator Experience (years)': 1.7, 'Operator Training Level': 2.4, 'Absenteeism Rate (%)': 6.6}, {'Name': 'Member_17_3', 'Operator Experience (years)': 4.2, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 4.2}]",46.37,4.22,Category B,Supplier X,0,0,50,0.0,362383.44,12.82,5.49,4.01,604.04,6.67,65.0,150.0,2.9,200.0
Factory 1,2020-01-13,Location A,Type 2,53,0.0,Irregular,8.89,Batch 39,90.18,20,877,1,867,No,300,6000,Shift 3,4.3,4,"[{'Name': 'Member_18_0', 'Operator Experience (years)': 8.7, 'Operator Training Level': 4.0, 'Absenteeism Rate (%)': 1.02}, {'Name': 'Member_18_1', 'Operator Experience (years)': 3.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 4.5}, {'Name': 'Member_18_2', 'Operator Experience (years)': 1.0, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 2.4}, {'Name': 'Member_18_3', 'Operator Experience (years)': 4.1, 'Operator Training Level': 1.8, 'Absenteeism Rate (%)': 2.3}]",49.17,2.55,Category B,Supplier X,0,0,50,0.0,396426.15,12.59,4.66,3.02,660.79,7.2,65.0,150.0,3.0,200.0
Factory 1,2020-01-14,Location A,Type 3,57,0.5,Irregular,7.05,Batch 40,87.2,30,932,1,774,No,500,10000,Shift 1,5.15,4,"[{'Name': 'Member_19_0', 'Operator Experience (years)': 8.0, 'Operator Training Level': 4.9, 'Absenteeism Rate (%)': 0.39}, {'Name': 'Member_19_1', 'Operator Experience (years)': 4.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_19_2', 'Operator Experience (years)': 4.6, 'Operator Training Level': 1.9, 'Absenteeism Rate (%)': 3.0}, {'Name': 'Member_19_3', 'Operator Experience (years)': 3.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.6}]",52.12,2.3,Category C,Supplier Z,10,1,150,30973.61,495539.64,26.41,4.46,2.81,619.47,6.14,65.0,149.8,3.0,200.0
Factory 1,2020-01-14,Location A,Type 2,53,0.0,Irregular,8.89,Batch 41,89.73,20,877,1,867,No,300,6000,Shift 2,5.22,4,"[{'Name': 'Member_0_0', 'Operator Experience (years)': 10.0, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 0.45}, {'Name': 'Member_0_1', 'Operator Experience (years)': 3.6, 'Operator Training Level': 2.7, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_2', 'Operator Experience (years)': 4.4, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_3', 'Operator Experience (years)': 2.9, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 3.3}]",2.3,2.74,Category B,Supplier X,0,0,50,0.0,377529.21,12.63,4.75,3.23,629.29,7.07,64.9,150.0,3.0,200.0
Factory 1,2020-01-14,Location A,Type 1,59,0.0,Irregular,6.34,Batch 42,91.68,10,665,2,826,No,100,2000,Shift 3,4.7,4,"[{'Name': 'Member_1_0', 'Operator Experience (years)': 8.2, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.52}, {'Name': 'Member_1_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 1.3}, {'Name': 'Member_1_2', 'Operator Experience (years)': 3.4, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 6.1}, {'Name': 'Member_1_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.8}]",4.8,3.18,Category A,Supplier Z,0,0,70,0.0,332477.06,20.76,4.16,3.32,665.06,7.71,65.0,150.0,3.0,200.1
Factory 1,2020-01-15,Location A,Type 2,53,0.0,Irregular,8.89,Batch 43,89.59,20,877,1,867,No,300,6000,Shift 1,5.65,4,"[{'Name': 'Member_2_0', 'Operator Experience (years)': 8.9, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.85}, {'Name': 'Member_2_1', 'Operator Experience (years)': 6.6, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 4.8}, {'Name': 'Member_2_2', 'Operator Experience (years)': 4.3, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 4.0}, {'Name': 'Member_2_3', 'Operator Experience (years)': 2.8, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 0.1}]",7.32,2.69,Category B,Supplier X,0,0,50,0.0,370540.15,12.63,4.72,3.81,617.64,7.06,65.0,150.0,3.0,200.0
Factory 1,2020-01-15,Location A,Type 3,57,0.5,Irregular,7.05,Batch 44,87.77,30,932,1,774,No,500,10000,Shift 2,3.95,4,"[{'Name': 'Member_3_0', 'Operator Experience (years)': 6.2, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.99}, {'Name': 'Member_3_1', 'Operator Experience (years)': 3.5, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 1.2}, {'Name': 'Member_3_2', 'Operator Experience (years)': 2.6, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 1.7}, {'Name': 'Member_3_3', 'Operator Experience (years)': 3.5, 'Operator Training Level': 1.5, 'Absenteeism Rate (%)': 3.3}]",10.15,2.05,Category C,Supplier Z,10,1,150,33023.61,528336.05,26.37,4.33,2.06,660.47,6.31,65.0,150.0,2.8,200.0
Factory 1,2020-01-15,Location A,Type 2,53,0.0,Irregular,8.89,Batch 45,90.63,20,877,1,867,No,300,6000,Shift 3,3.82,4,"[{'Name': 'Member_4_0', 'Operator Experience (years)': 6.0, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.37}, {'Name': 'Member_4_1', 'Operator Experience (years)': 7.5, 'Operator Training Level': 3.1, 'Absenteeism Rate (%)': 3.1}, {'Name': 'Member_4_2', 'Operator Experience (years)': 1.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 2.6}, {'Name': 'Member_4_3', 'Operator Experience (years)': 0.0, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 0.5}]",12.52,1.89,Category B,Supplier X,0,0,50,0.0,412922.63,12.5,4.33,1.97,688.29,7.42,65.0,150.0,3.0,200.0
Factory 1,2020-01-16,Location A,Type 2,53,0.0,Irregular,8.89,Batch 46,90.03,20,877,1,867,No,300,6000,Shift 1,4.7,4,"[{'Name': 'Member_5_0', 'Operator Experience (years)': 6.6, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 1.69}, {'Name': 'Member_5_1', 'Operator Experience (years)': 5.6, 'Operator Training Level': 3.5, 'Absenteeism Rate (%)': 1.1}, {'Name': 'Member_5_2', 'Operator Experience (years)': 1.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_5_3', 'Operator Experience (years)': 4.8, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 5.1}]",15.08,2.52,Category B,Supplier X,0,0,50,0.0,389617.11,12.6,4.64,2.44,649.44,7.18,65.0,150.0,3.0,200.0
Factory 1,2020-01-16,Location A,Type 1,59,0.0,Irregular,6.34,Batch 47,91.47,10,665,2,826,No,100,2000,Shift 2,5.95,4,"[{'Name': 'Member_6_0', 'Operator Experience (years)': 9.7, 'Operator Training Level': 4.0, 'Absenteeism Rate (%)': 1.07}, {'Name': 'Member_6_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_6_2', 'Operator Experience (years)': 5.6, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_6_3', 'Operator Experience (years)': 3.9, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 2.9}]",18.0,2.44,Category A,Supplier Z,0,0,70,0.0,321153.12,20.68,3.79,3.12,642.41,7.82,65.0,150.0,3.0,200.0
Factory 1,2020-01-16,Location A,Type 1,59,0.0,Irregular,6.34,Batch 48,90.86,10,665,2,826,No,100,2000,Shift 3,5.78,4,"[{'Name': 'Member_7_0', 'Operator Experience (years)': 9.2, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.63}, {'Name': 'Member_7_1', 'Operator Experience (years)': 6.3, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 2.6}, {'Name': 'Member_7_2', 'Operator Experience (years)': 5.9, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 6.3}, {'Name': 'Member_7_3', 'Operator Experience (years)': 1.7, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 6.1}]",20.6,4.16,Category A,Supplier Z,0,0,70,0.0,306633.25,20.92,4.65,3.48,613.36,7.35,65.0,150.0,3.0,200.0
Factory 1,2020-01-17,Location A,Type 2,53,0.0,Irregular,8.89,Batch 49,89.58,20,877,1,867,No,300,6000,Shift 1,5.03,4,"[{'Name': 'Member_8_0', 'Operator Experience (years)': 5.9, 'Operator Training Level': 4.6, 'Absenteeism Rate (%)': 2.35}, {'Name': 'Member_8_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 4.7}, {'Name': 'Member_8_2', 'Operator Experience (years)': 5.3, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 4.4}, {'Name': 'Member_8_3', 'Operator Experience (years)': 4.3, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 1.9}]",23.02,3.34,Category B,Supplier X,0,0,50,0.0,373990.57,12.71,5.05,3.47,623.39,6.92,65.0,150.0,3.0,200.0
Factory 1,2020-01-17,Location A,Type 3,57,0.5,Irregular,7.05,Batch 50,86.75,30,932,1,774,No,500,10000,Shift 2,4.6,4,"[{'Name': 'Member_9_0', 'Operator Experience (years)': 8.3, 'Operator Training Level': 3.5, 'Absenteeism Rate (%)': 1.58}, {'Name': 'Member_9_1', 'Operator Experience (years)': 3.9, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 4.3}, {'Name': 'Member_9_2', 'Operator Experience (years)': 2.1, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_9_3', 'Operator Experience (years)': 4.1, 'Operator Training Level': 1.0, 'Absenteeism Rate (%)': 5.5}]",25.42,4.0,Category C,Supplier Z,10,1,150,30121.11,481903.28,26.58,5.31,3.24,602.42,5.71,65.0,150.0,3.0,200.0
Factory 1,2020-01-17,Location A,Type 3,57,0.5,Irregular,7.05,Batch 51,86.9,30,932,1,774,No,500,10000,Shift 3,6.15,4,"[{'Name': 'Member_10_0', 'Operator Experience (years)': 9.9, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 0.88}, {'Name': 'Member_10_1', 'Operator Experience (years)': 7.9, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 3.3}, {'Name': 'Member_10_2', 'Operator Experience (years)': 5.7, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_10_3', 'Operator Experience (years)': 1.1, 'Operator Training Level': 1.8, 'Absenteeism Rate (%)': 1.9}]",28.25,2.07,Category C,Supplier Z,10,1,150,29716.11,475421.28,26.4,4.34,2.43,594.32,6.13,65.0,150.1,3.0,200.0
Factory 1,2020-01-18,Location A,Type 3,57,0.5,Irregular,7.05,Batch 52,86.42,30,932,1,774,No,500,10000,Shift 1,5.12,4,"[{'Name': 'Member_11_0', 'Operator Experience (years)': 6.6, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 2.46}, {'Name': 'Member_11_1', 'Operator Experience (years)': 7.9, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_11_2', 'Operator Experience (years)': 3.4, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 6.2}, {'Name': 'Member_11_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.0, 'Absenteeism Rate (%)': 6.0}]",30.75,4.29,Category C,Supplier Z,10,1,150,29038.61,464585.24,26.62,5.45,3.29,580.77,5.59,65.0,150.0,3.0,200.0
Factory 1,2020-01-18,Location A,Type 2,53,0.0,Irregular,8.89,Batch 53,89.22,20,877,1,867,No,300,6000,Shift 2,6.02,4,"[{'Name': 'Member_12_0', 'Operator Experience (years)': 9.8, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 0.63}, {'Name': 'Member_12_1', 'Operator Experience (years)': 8.0, 'Operator Training Level': 3.0, 'Absenteeism Rate (%)': 1.5}, {'Name': 'Member_12_2', 'Operator Experience (years)': 3.7, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_12_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.5, 'Absenteeism Rate (%)': 8.2}]",33.27,3.21,Category B,Supplier X,0,0,50,0.0,357492.74,12.71,4.98,4.49,595.89,6.88,65.0,150.0,2.9,200.0
Factory 1,2020-01-18,Location A,Type 3,57,0.5,Irregular,7.05,Batch 54,86.75,30,932,1,774,No,500,10000,Shift 3,3.65,4,"[{'Name': 'Member_13_0', 'Operator Experience (years)': 5.3, 'Operator Training Level': 4.1, 'Absenteeism Rate (%)': 2.31}, {'Name': 'Member_13_1', 'Operator Experience (years)': 5.7, 'Operator Training Level': 3.2, 'Absenteeism Rate (%)': 4.7}, {'Name': 'Member_13_2', 'Operator Experience (years)': 2.0, 'Operator Training Level': 3.0, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_13_3', 'Operator Experience (years)': 1.6, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 8.2}]",36.35,4.95,Category C,Supplier Z,10,1,150,30588.61,489383.92,26.67,5.79,4.1,611.77,5.52,65.0,150.0,3.0,200.0
Factory 1,2020-01-19,Location A,Type 1,59,0.0,Irregular,6.34,Batch 55,92.18,10,665,2,826,No,100,2000,Shift 1,3.9,4,"[{'Name': 'Member_14_0', 'Operator Experience (years)': 5.2, 'Operator Training Level': 4.1, 'Absenteeism Rate (%)': 0.29}, {'Name': 'Member_14_1', 'Operator Experience (years)': 4.0, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 4.0}, {'Name': 'Member_14_2', 'Operator Experience (years)': 2.4, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 3.9}, {'Name': 'Member_14_3', 'Operator Experience (years)': 4.0, 'Operator Training Level': 1.1, 'Absenteeism Rate (%)': 2.7}]",38.92,2.72,Category A,Supplier Z,0,0,70,0.0,349048.16,20.68,3.93,3.01,698.21,7.91,64.9,150.0,3.0,200.0
Factory 1,2020-01-19,Location A,Type 3,57,0.5,Irregular,7.05,Batch 56,87.09,30,932,1,774,No,500,10000,Shift 2,5.58,4,"[{'Name': 'Member_15_0', 'Operator Experience (years)': 7.6, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_15_1', 'Operator Experience (years)': 7.8, 'Operator Training Level': 3.7, 'Absenteeism Rate (%)': 4.3}, {'Name': 'Member_15_2', 'Operator Experience (years)': 5.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 0.7}, {'Name': 'Member_15_3', 'Operator Experience (years)': 1.1, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 1.2}]",41.35,2.17,Category C,Supplier Z,10,1,150,30478.61,487620.24,26.4,4.4,2.89,609.57,6.14,65.0,150.0,3.0,200.0
Factory 1,2020-01-19,Location A,Type 1,59,0.0,Irregular,6.34,Batch 57,91.69,10,665,2,826,No,100,2000,Shift 3,4.92,4,"[{'Name': 'Member_16_0', 'Operator Experience (years)': 5.8, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 0.65}, {'Name': 'Member_16_1', 'Operator Experience (years)': 6.1, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 0.1}, {'Name': 'Member_16_2', 'Operator Experience (years)': 3.1, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 4.4}, {'Name': 'Member_16_3', 'Operator Experience (years)': 4.7, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 6.5}]",44.0,2.91,Category A,Supplier Z,0,0,70,0.0,331626.82,20.73,4.03,3.79,663.36,7.77,65.0,150.2,3.0,200.0
Factory 1,2020-01-20,Location A,Type 3,57,0.5,Irregular,7.05,Batch 58,86.46,30,932,1,774,No,500,10000,Shift 1,5.08,4,"[{'Name': 'Member_17_0', 'Operator Experience (years)': 6.9, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.5}, {'Name': 'Member_17_1', 'Operator Experience (years)': 7.5, 'Operator Training Level': 2.5, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_17_2', 'Operator Experience (years)': 1.7, 'Operator Training Level': 2.4, 'Absenteeism Rate (%)': 6.6}, {'Name': 'Member_17_3', 'Operator Experience (years)': 4.2, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 4.2}]",46.37,4.22,Category C,Supplier Z,10,1,150,29158.61,466504.99,26.61,5.42,5.31,583.17,5.61,64.8,150.0,3.0,200.0
Factory 1,2020-01-20,Location A,Type 2,53,0.0,Irregular,8.89,Batch 59,90.18,20,877,1,867,No,300,6000,Shift 2,4.3,4,"[{'Name': 'Member_18_0', 'Operator Experience (years)': 8.7, 'Operator Training Level': 4.0, 'Absenteeism Rate (%)': 1.02}, {'Name': 'Member_18_1', 'Operator Experience (years)': 3.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 4.5}, {'Name': 'Member_18_2', 'Operator Experience (years)': 1.0, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 2.4}, {'Name': 'Member_18_3', 'Operator Experience (years)': 4.1, 'Operator Training Level': 1.8, 'Absenteeism Rate (%)': 2.3}]",49.17,2.55,Category B,Supplier X,0,0,50,0.0,396426.15,12.59,4.66,2.79,660.79,7.2,65.0,150.0,3.0,200.0
Factory 1,2020-01-20,Location A,Type 1,59,0.0,Irregular,6.34,Batch 60,91.85,10,665,2,826,No,100,2000,Shift 3,5.15,4,"[{'Name': 'Member_19_0', 'Operator Experience (years)': 8.0, 'Operator Training Level': 4.9, 'Absenteeism Rate (%)': 0.39}, {'Name': 'Member_19_1', 'Operator Experience (years)': 4.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_19_2', 'Operator Experience (years)': 4.6, 'Operator Training Level': 1.9, 'Absenteeism Rate (%)': 3.0}, {'Name': 'Member_19_3', 'Operator Experience (years)': 3.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.6}]",52.12,2.3,Category A,Supplier Z,0,0,70,0.0,334550.33,20.64,3.72,2.48,669.21,7.92,65.0,150.1,3.0,200.0
Factory 1,2020-01-21,Location A,Type 2,53,0.0,Irregular,8.89,Batch 61,89.73,20,877,1,867,No,300,6000,Shift 1,5.22,4,"[{'Name': 'Member_0_0', 'Operator Experience (years)': 10.0, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 0.45}, {'Name': 'Member_0_1', 'Operator Experience (years)': 3.6, 'Operator Training Level': 2.7, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_2', 'Operator Experience (years)': 4.4, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_3', 'Operator Experience (years)': 2.9, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 3.3}]",2.3,2.74,Category B,Supplier X,0,0,50,0.0,377529.21,12.63,4.75,3.6,629.29,7.08,65.0,149.9,3.0,200.0
Factory 1,2020-01-21,Location A,Type 1,59,0.0,Irregular,6.34,Batch 62,91.68,10,665,2,826,No,100,2000,Shift 2,4.7,4,"[{'Name': 'Member_1_0', 'Operator Experience (years)': 8.2, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.52}, {'Name': 'Member_1_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 1.3}, {'Name': 'Member_1_2', 'Operator Experience (years)': 3.4, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 6.1}, {'Name': 'Member_1_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.8}]",4.8,3.18,Category A,Supplier Z,0,0,70,0.0,332527.05,20.76,4.16,3.49,665.16,7.71,65.0,150.0,3.0,200.0
Factory 1,2020-01-21,Location A,Type 3,57,0.5,Irregular,7.05,Batch 63,86.86,30,932,1,774,No,500,10000,Shift 3,5.65,4,"[{'Name': 'Member_2_0', 'Operator Experience (years)': 8.9, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.85}, {'Name': 'Member_2_1', 'Operator Experience (years)': 6.6, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 4.8}, {'Name': 'Member_2_2', 'Operator Experience (years)': 4.3, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 4.0}, {'Name': 'Member_2_3', 'Operator Experience (years)': 2.8, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 0.1}]",7.32,2.69,Category C,Supplier Z,10,1,150,29853.61,477621.9,26.46,4.65,2.69,597.07,6.0,65.0,150.0,3.0,200.0
